product,helpful_count,total_comments,review_country,reviewed_at,review_text,Review rating out of 5,review_title
Apple iPhone XR (64GB) - Black,0,0, India ,10/7/19,"Thank you, Amazon for delivering the order within two days. The phone is a real bomb. Just loving it. Best camera, long battery, everything is great. I'd highly recommend this phone.",5,A dream come true.
Apple iPhone XR (64GB) - Black,0,0, India ,7/30/19,I'm in love with how this phone feels in the hand when held properly. Battery life is super good.,5,Awesome purchase
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Bad battery life and heats up,4,Not value for money
Apple iPhone XR (64GB) - Black,0,0, India ,10/28/19,"Overall worth paying, value for money, durable, efficient, advance product",5,Brilliantly good for all business people because of long battery life
Apple iPhone XR (64GB) - Black,0,0, India ,10/8/19,Value for money no difference 11 or sr,5,Wee sugest ko bay this prhar other than 11
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,"Packet received from amazon without any flaws. Night mode pictures were a disappointment, battery backup is superb, never ever had expected such a powerful catalyst. Overall it is a “take it”",4,Amazing
Apple iPhone XR (64GB) - Black,0,0, India ,10/5/19,I bought it for a steal price. I definitely recommend to buy it when in sale,5,Amazing
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,As usual a good phone at this price point.,5,A good value for money at 41k
Apple iPhone XR (64GB) - Black,1,0, India ,1/13/20,Awesome Product.. very difficult to describe feelings in words.. but it is simply awesome..,5,Ek Number
Apple iPhone XR (64GB) - Black,0,0, India ,10/11/19,Am speechless and just lovin it..,5,Awesome!
Apple iPhone XR (64GB) - Black,0,0, India ,10/12/19,Extremely satisfied with this product. Turely value for money.,5,Value for money product
Apple iPhone XR (64GB) - Black,0,0, India ,9/1/19,Awesome phone. Bought @ prime day at 55k. Best deal,5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,10/26/19,Being an Apple fan for more than 20 years love this iPhone.,5,Glad to purchase this
Apple iPhone XR (64GB) - Black,1,0, India ,3/15/20,If you have a budget of 45k + .. don’t think of any other phone .. just buy XR .. loved it,5,Best IPhone ever
Apple iPhone XR (64GB) - Black,0,0, India ,10/17/19,Got the blue iPhone XR 128 gb for 43000.. works like a charm. All day battery in heavy use and two day with normal use... camera is super awesome. Thanks Amazon.,5,Prefer it over oneplus 7t
Apple iPhone XR (64GB) - Black,0,0, India ,8/21/19,"Touching screen is not quite good, sometime it hangs, when calling time screen get blank, then we have to press Power button 2 times then it wakes up...",3,Hanging issue
Apple iPhone XR (64GB) - Black,0,0, India ,10/25/19,Fantastic product,5,On time delivery with good quality product
Apple iPhone XR (64GB) - Black,0,0, India ,1/30/20,Good and value for money,5,Good and value for money
Apple iPhone XR (64GB) - Black,0,0, India ,8/11/19,"This phone is a beast, great battery life and the user experience on this phone is amazing as well",4,Amazing phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/30/19,Colour is totally different. Don't go with the looks in Amazon website.,2,Colour different
Apple iPhone XR (64GB) - Black,0,0, India ,11/28/19,Good perfomance. Got it at 42k,4,Apple iPhone XR is nice
Apple iPhone XR (64GB) - Black,2,0, India ,11/10/19,Bad battery life,1,Poor battery
Apple iPhone XR (64GB) - Black,1,1, India ,8/8/19,Nice phone,1,Nice looking all quality good
Apple iPhone XR (64GB) - Black,0,0, India ,3/8/20,Nothing new to share about Apple. It’s a perfect mobile,5,Mind blowing
Apple iPhone XR (64GB) - Black,0,0, India ,12/2/19,"Finally an IPhone with excellent battery backup. Face recognition works perfectly and so does Siri. If you are unsure about Iphone 11, go for this one",5,Excellent Battery Backup
Apple iPhone XR (64GB) - Black,0,0, India ,10/13/19,It's a nice deal through Amazon.The product quality of iPhone XR is amazing.Such a grt experience to have an iPhone.This is first time I m using an apple product.You can go for it blindly,4,Just wow
Apple iPhone XR (64GB) - Black,1,0, India ,10/3/19,Good product but single back camera,4,iPhone xr
Apple iPhone XR (64GB) - Black,1,0, India ,10/14/19,Never purchase Apple products on Amazon. Worst product! Even worst service by Amazon! The phone was having heating issues!,1,Never buy an iPhone from Amazon
Apple iPhone XR (64GB) - Black,2,0, India ,6/8/19,Very worst quality,1,Not good
Apple iPhone XR (64GB) - Black,0,0, India ,11/29/19,100% satisfied with the quality  shipping genuine product all things are working fine product is 100% genuine shipping time as said very fast,5,"100% satisfied with the quality, shipping, genuine product"
Apple iPhone XR (64GB) - Black,1,0, India ,2/25/20,Nothing new to write about iPhone. The color of the phone is just gorgeous!!! Everyone loves it.,5,Excellent color options
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Capable of good processing and memory optimization is fantastic which leads to lag free experience in high gaming application,5,Good and lag free experience
Apple iPhone XR (64GB) - Black,0,0, India ,3/7/20,It is a great phone for professional usage,5,Great for professional usage
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Over all the performance is good. I am happy with this iPhone XR especially for all day lasting battery.,5,Awesome phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/10/19,"Excellent mobile phone ,I love it",5,A class Product
Apple iPhone XR (64GB) - Black,0,0, India ,11/22/19,Moved from android to iOS different experience. Good battery back up. Getting charge is too late compared to android mobiles. Fast charger is not available with box. Camera was awesome,5,Excellent
Apple iPhone XR (64GB) - Black,0,0, India ,12/4/19,"Just owsm.. battery backup supb, camera quality supb, class look",5,I just love this colour (red)
Apple iPhone XR (64GB) - Black,0,0, India ,11/16/19,"Exactly after 15 days my lightning cable discharges some greenish liquid and stopped working , and when shown to apple service care center they told it willbe not covered under warranty.",1,Worst service by apple
Apple iPhone XR (64GB) - Black,0,0, India ,8/1/19,This liquid retina high quality display doesn't beat my Samsung A8. Very disappointed. Sold in 2day.,2,Display Not upto the mark.
Apple iPhone XR (64GB) - Black,0,0, India ,9/9/19,The name itself says a lot about the product,5,Will definitely like it
Apple iPhone XR (64GB) - Black,0,1, India ,8/27/19,I switched from Android to this one and it is worth the switch. I got it for 50k which is the lowest deal ever.,5,Top class
Apple iPhone XR (64GB) - Black,0,0, India ,11/5/19,Overall build quality is good,5,Apple all the way!
Apple iPhone XR (64GB) - Black,0,0, India ,2/1/20,"Great purchase from Amazon and product even better as expected, you can’t compare with other brands apple is apple...",5,Great product
Apple iPhone XR (64GB) - Black,0,0, India ,9/23/19,its good product but not tested for esim,5,look is awsome
Apple iPhone XR (64GB) - Black,0,0, India ,12/5/19,"I like this phone, great battery back up..and after all its iphone. Happy with it",5,"Very Nice Phone, Great Battery Life"
Apple iPhone XR (64GB) - Black,0,0, India ,12/31/19,Face recognition Nd battery life is not too good as I was thinking..the face unlock is automatically open by my bro face as he is not put his face as password in the phone then also how,4,Overall it is good
Apple iPhone XR (64GB) - Black,1,0, India ,1/10/20,When the call come together it hang and light of to use again we put side up down button 2 times,3,I am not satisfied with hang of problem of this phone
Apple iPhone XR (64GB) - Black,0,0, India ,12/5/19,"Better than iPhone X, but price is still high compare to OnePlus market",5,Xcellent iPhone Ever
Apple iPhone XR (64GB) - Black,1,0, India ,11/16/19,Awesome price and awesome product by Apple and sold by amazon.,5,iPhone XR
Apple iPhone XR (64GB) - Black,1,0, India ,11/4/19,Best product this time.  Don't go for x or 11. Go for it then wait 02 yrs.for new one.,5,Best phone
Apple iPhone XR (64GB) - Black,1,0, India ,2/14/20,Very good phone..takes very long time to charge almost 1.30 hr,5,Takes long time for charging
Apple iPhone XR (64GB) - Black,0,0, India ,1/1/20,I got a iPhone day was only working for 3 hours post which it never got started..lot of effort done but not single customer service could let me know what's the way out. Screw you guys,1,Phone not working
Apple iPhone XR (64GB) - Black,0,0, India ,10/11/19,Every thing according to my desire. Battery is comparatively good according to my desire. Camera quality so majestic and with high quality and resolution. Eternally better than android,5,Paisa Vassol Buy
Apple iPhone XR (64GB) - Black,0,0, India ,11/16/19,Nice camera Amazing battery approx 24 hour e sim dual sim functionality very good I love it superfast delivery by Amazon thank you Amazon and Apple,5,Five Star Apple
Apple iPhone XR (64GB) - Black,0,0, India ,1/7/20,After iphone 6s i purchase XR model..which is highly smooth in usage..,5,Amazing as usual with Apple product..
Apple iPhone XR (64GB) - Black,1,0, India ,2/23/20,I don't seem to have got cash back of RS. 3000. Can you please check.,1,Cash back
Apple iPhone XR (64GB) - Black,0,0, India ,12/21/19,overall satisfied with the new iPhone XR,5,iPhone XR
Apple iPhone XR (64GB) - Black,1,0, India ,2/12/20,NYC,5,Nice !!!!
Apple iPhone XR (64GB) - Black,0,1, India ,7/24/19,The product is good for those who are in view of buying ios having a full display as per the recent trend.,4,Review of iPhone XR
Apple iPhone XR (64GB) - Black,0,0, India ,5/24/19,Sometimes it’s automatically switched off while it have enough battery life. Ringtone sound and other output sounds are not rangable one and its like low level mobile.,3,Not a compact phone
Apple iPhone XR (64GB) - Black,0,0, India ,8/14/19,Its best budget iphone to buy in market right now. Display is not a serious issue and remaining features are similar to its siblings xs and xs max. Bought it for ₹52k so got a excellent deal.,5,Amazing product
Apple iPhone XR (64GB) - Black,0,0, India ,11/2/19,over all mobile is good but after one month using this phone now my battery Maximum Capacity showing 98% which is not acceptable.,3,over all mobile is good but after one month Maximum Capacity showing 98% which is not acceptable.
Apple iPhone XR (64GB) - Black,0,0, India ,2/21/20,if u want to secure phone then go for ios.,5,best n beast
Apple iPhone XR (64GB) - Black,0,0, India ,1/2/20,Product is damn good on all counts. A fast charger required. WhatsApp data transfer  from earlier Android device is not possible.,5,Beautiful Apple product
Apple iPhone XR (64GB) - Black,0,0, India ,3/3/20,All the features were cool except the green dot that appears on most of the photos in the form of a lens flare is a bit annoying.,5,Cool product
Apple iPhone XR (64GB) - Black,1,0, India ,2/25/20,"Buy it without hesitation,awesome camera, awesome battery life , everything is good.",5,Totally worth it gadget
Apple iPhone XR (64GB) - Black,0,0, India ,3/5/20,Nothing to say about it,5,Finest
Apple iPhone XR (64GB) - Black,0,0, India ,1/24/20,I am very disappointed with Amazon within 3 months of buying an iphone the phone got dead and is not switching on. I wouldn't recommend anyone to buy an iphone from amazon.,1,Phone not working
Apple iPhone XR (64GB) - Black,0,0, India ,8/21/19,After long time apple have launched budget phone which is very good.,5,Superb phone from apple for lesser price
Apple iPhone XR (64GB) - Black,1,0, India ,10/29/19,It’s awesome. It’s my first Iphone and I love it so much. Battery life is too good.,5,Its realy great experience to use
Apple iPhone XR (64GB) - Black,0,0, India ,2/9/20,Genuine product received not fault in package no product damage. Wonderful device.,5,The best.
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,"Go for it, value for money. Bought during Sales. Ppl who wants to enjoy great experience of iOS at budget, then go for this. I am sure you will not regret.",5,Value for money
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,"Great buy, i was using android for years never used iPhone. But after purchasing Xr i can clearly see the difference, iPhone is far more faster and nice interface",5,Great phone
Apple iPhone XR (64GB) - Black,0,0, India ,5/25/19,Super smooth and easy to use with full 1.5 day battery life with dual SIM and moderate usage of phone...,4,Experience IOS as expected from Apple..!!😍😘
Apple iPhone XR (64GB) - Black,1,0, India ,9/19/19,Superb phone at 45k ... Apple at its best ... Awesome processing ...,5,Sooperb gadget !!
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,I purchased this iPhone XR I think the same is refurbished item which I received.,2,iPhone XR
Apple iPhone XR (64GB) - Black,0,0, India ,3/16/20,Excellent Product,5,Excellent Product
Apple iPhone XR (64GB) - Black,0,0, India ,3/8/20,Excellent phone with wireless charging.,5,Amazing features.
Apple iPhone XR (64GB) - Black,0,0, India ,3/7/20,"Best mobile in low price, camera quality is batter then from China mobile 48 mega pixel means 12=48 🤣 Face unlocked very fast,",5,Best mobile
Apple iPhone XR (64GB) - Black,0,0, India ,10/26/19,Please provide original invoice as the copy provided with phone was incomplete and torn . I have submit the same in my office. Please do the needful on priority.,1,Shall provide only after getting original invoice.
Apple iPhone XR (64GB) - Black,3,0, India ,11/9/18,Nice 1,5,Apple xr
Apple iPhone XR (64GB) - Black,0,0, India ,12/6/19,"performance,camera,battery and all features all awesome",4,Better then all androids even flagships.
Apple iPhone XR (64GB) - Black,0,0, India ,11/7/19,Amazing product. Got in lightening deal,5,Value for money
Apple iPhone XR (64GB) - Black,0,0, India ,10/3/19,Awesome phone,5,Awesome phone
Apple iPhone XR (64GB) - Black,0,0, India ,12/22/19,Defenetly worth it,5,Mind Blowing
Apple iPhone XR (64GB) - Black,0,0, India ,6/3/19,No one can beat Apple Processors.,5,Simply Brilliant and Powerful
Apple iPhone XR (64GB) - Black,0,0, India ,9/30/19,Best phone I've ever had,5,Love it
Apple iPhone XR (64GB) - Black,0,0, India ,1/2/20,The phone is not good as normal I phones . Always hang. Face recognition always give problems . And if you go service Center they say take backups and come back,2,Not good as other I phones
Apple iPhone XR (64GB) - Black,1,0, India ,10/9/19,"Got a good deal in the sale, worth it",5,Worth it
Apple iPhone XR (64GB) - Black,0,0, India ,10/17/19,"The most complete IPhone ever. You will not miss the fingerprint reader, the Face ID is amazingly fast. I am also getting good battery life with it. The single is doing wonderfully well.",5,Say hello to the new iPhone
Apple iPhone XR (64GB) - Black,1,0, India ,1/16/20,"Genuine product in best price, Happy to upgrade with iPhone XR :)",5,Super 📱
Apple iPhone XR (64GB) - Black,0,0, India ,3/4/20,Awesome phone! True genius and different from others..,5,XR is great buy!
Apple iPhone XR (64GB) - Black,0,0, India ,10/14/19,Amazing buy. Works perfectly fine and I bought it at an unbelievable offer price.,5,100% worth every penny.
Apple iPhone XR (64GB) - Black,0,0, India ,10/1/19,super mobile,5,nice mobile
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,"Superb and satisfied with performence, face recognition is little bit slow rest all is gud...",5,Always no1
Apple iPhone XR (64GB) - Black,0,0, India ,7/4/19,"Awesome. Bang for buck. Has the features you are willing to pay for , a very decent price post HDFC cash back offer.",5,Bang for buck.
Apple iPhone XR (64GB) - Black,0,0, India ,11/8/19,"It's an awesome product from Apple, The battery life has improved alot than the previously launched iPhone models. User interface and iOS 13.2 is excellent. Guys just go for it...",5,Great product n value for money.
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,Excellent performance and swift touch,5,Great performance but priced a bit high
Apple iPhone XR (64GB) - Black,1,0, India ,11/13/19,"Except it gets a little heated in the back while playing , other than that it’s the best.",5,X-rays 128 red
Apple iPhone XR (64GB) - Black,0,0, India ,9/16/19,The mobile phone is too heavy and there is no fingerprint sensor (though there is Face ID). Otherwise everything else is great.,4,Good
Apple iPhone XR (64GB) - Black,0,0, India ,10/25/19,"Thanks Amazon for this superb deal,its highly unbelievable to get such an excellent model of IPhone on such a reasonable price.",5,"Got best IPhone on great unbelievable price,thanks Amazon"
Apple iPhone XR (64GB) - Black,0,0, India ,10/26/19,iPhone XR is a expensive branded phone and it’s a water and dust resistant but After only three weeks use  i found dust in my camera’s lens . I’m extremely disappointed about this.,1,It can’t resist dust
Apple iPhone XR (64GB) - Black,0,0, India ,11/24/19,Quite sturdy phone - though little heavy & bulky. Good efficiency & battery life.,5,Very good phone
Apple iPhone XR (64GB) - Black,1,0, India ,2/2/20, Best Camera quality and best battery,4,Best camera...
Apple iPhone XR (64GB) - Black,0,0, India ,10/19/19,A great product at affordable price,5,Good product
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,Loving the experience with the budget iPhone,4,Loving the experience
Apple iPhone XR (64GB) - Black,0,0, India ,1/1/20,"Not even completed 1 month but battery life became 99%, some defect may be will go and show some iphone store.",1,Within 1month battery life reduced To 1% i.e 99%
Apple iPhone XR (64GB) - Black,0,0, India ,11/29/19,"Good apple thanks,",5,I love you Amazon. Good service.
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,Good product. Bad battery life,2,Not acceptable from Apple
Apple iPhone XR (64GB) - Black,0,0, India ,12/11/19,Unfortunately having issue with screen,1,Unfortunately phone having screen issue
Apple iPhone XR (64GB) - Black,1,0, India ,8/24/19,Product received Manufacturers damage display and back panel gap and back panel damage received,2,Manufacturers damage
Apple iPhone XR (64GB) - Black,1,0, India ,2/8/20,Calling Sensor is Not Good Enough And Also Sometimes Touch Stops Working for Few Seconds,1,Sensor and Touch Issue
Apple iPhone XR (64GB) - Black,1,0, India ,2/25/20,The phone is awesome. The one thing I disliked Earpods not met my expectations.,4,Awesome
Apple iPhone XR (64GB) - Black,1,0, India ,2/25/20,Apple iPhone is iPhone.. Amazing feature,5,awesome Phone
Apple iPhone XR (64GB) - Black,1,0, India ,1/20/20,"Realy awsom phone. Best price 23,900. Thank you amazon.",5,sale makes me happy
Apple iPhone XR (64GB) - Black,0,0, India ,10/22/19,Like the looks and a valuable investment,5,iPhone XR
Apple iPhone XR (64GB) - Black,1,0, India ,11/17/19,Order was delivered before the estimated time of delivery. Really enjoying the product.,5,Nice product.
Apple iPhone XR (64GB) - Black,1,0, India ,1/4/20,The best smart phone. And is better android phone,4,5 star.
Apple iPhone XR (64GB) - Black,0,0, India ,3/4/20,"Upgraded from android to iPhone with iPhone XR and this has completely impressed me. Good Camera, Excellent battery life and faster Face ID reading.",5,Must go for it..
Apple iPhone XR (64GB) - Black,0,0, India ,11/4/19,"this phone is strong, i have dropped it quite a few times. camera quality is good. the battery life is better than my poco.",5,nice
Apple iPhone XR (64GB) - Black,1,0, India ,9/1/19,"No issues in performance, flawless",5,Works flawlessly
Apple iPhone XR (64GB) - Black,1,0, India ,9/30/19,The smoothest phone ever. Best camera,5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,12/5/19,Apple product. I Rest my case,5,Good product m
Apple iPhone XR (64GB) - Black,0,0, India ,12/5/19,Awesome phone,4,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,11/13/19,Absolutely loved it. Upgraded from my old IPhone 6 to this beauty. I realized how slow my previous phone was after I started using this one and I got a great deal from Amazon.,5,Loved it
Apple iPhone XR (64GB) - Black,0,0, India ,12/29/19,Fantastic phone📱 ever,4,🤘😝🤘
Apple iPhone XR (64GB) - Black,1,0, India ,9/30/19,Charging Adapter/wire not working properly have to adjust at different angles.,4,Charger 👎🏽
Apple iPhone XR (64GB) - Black,0,0, India ,10/13/19,"Good performance..Believe me drop test done in 1st week of purchase, not intentionally by mistake fallen down but nothing happened..Thank God😍😍😃",4,iPhone XR Good buy with super performance
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,It’s a very good and Original product.,5,It’s Best and Original product. Thankful to amazon
Apple iPhone XR (64GB) - Black,0,0, India ,9/30/19,Wonderful product.. but need to update new version after unboxing🤣 m not satisfied with packing literally t phone comes with 1 simple plastic warped cover thats it.,5,Wonderful product
Apple iPhone XR (64GB) - Black,0,0, India ,8/22/19,"Facial recognition works great, camera is excellent and battery life is great too.",5,Best IPhone
Apple iPhone XR (64GB) - Black,0,0, India ,11/2/19,"Best Product, best performance, good camera quality, full day battery life, no hanging or any other issues.",5,Best Phone ever
Apple iPhone XR (64GB) - Black,0,0, India ,2/20/20,Very good but face unlock is slow good battery life and excellent display with good feature but required wifi to work or download any file over 200 mb,5,iPhone
Apple iPhone XR (64GB) - Black,0,0, India ,3/4/20,Screen had a yellow tint. There was a manufacturing defect. Chek ed with other devices in showroom and all were normal white. Returned the device and claimed refund for this.,1,Manufacturing defect. Yellow tint on screen
Apple iPhone XR (64GB) - Black,1,0, India ,3/7/20,There is no finger print sensor. But face id does a pretty good job. Love this phone.,5,It is a great phone for the ones new to apple
Apple iPhone XR (64GB) - Black,0,0, India ,6/18/19,Camera is good but not the best. Bettery life is the best. Face recognition is fast and reliable even in dark condition. The screen is best in LCD class displays.,5,Excllent Iphone produced by Apple.
Apple iPhone XR (64GB) - Black,1,0, India ,2/12/20,Nice product,5,Nice product
Apple iPhone XR (64GB) - Black,1,0, India ,1/16/20,Altogether I liked. But an easy way to type other languages than English is essential,5,Good product. Worth it's value
Apple iPhone XR (64GB) - Black,0,0, India ,8/22/19,Bad front camera and weight of the phone. Display quality of the screen and rear camera are amazing,4,Satisfied
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,No regrets after using almost for 1 month. Dual sim working perfectly. Guys go for it if your budget is approx 50k....don’t spend on other android phone...,5,Good one
Apple iPhone XR (64GB) - Black,0,0, India ,11/8/19,Mobile’s screen is not scratch resistive.,5,No Gorilla Glass
Apple iPhone XR (64GB) - Black,0,0, India ,10/18/19,Awesome product!!,5,Just go for it!
Apple iPhone XR (64GB) - Black,1,0, India ,1/16/20,Sometimes face recognition stops working. Overall a brilliant phone.,5,Worth it
Apple iPhone XR (64GB) - Black,0,0, India ,3/4/20,Battery life good  camera quality is also good,5,Superb phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/3/19,Superb deal during the sale and enjoying the smooth interface,5,Splendid
Apple iPhone XR (64GB) - Black,0,0, India ,9/16/19,The screen quality is amazing and the phone overall looks awesome! I upgraded from an iPhone6 and the photos come out really well!,5,If you are upgrading then this is the phone for you!
Apple iPhone XR (64GB) - Black,0,0, India ,11/19/19,Go for it.,5,Reliable Product
Apple iPhone XR (64GB) - Black,0,0, India ,10/30/19,Worst return I have ever faced from Amazon and the boy who came to inspect the phone he had taken 300 And he's saying that everyone phone has returned but not mine,1,Worst Return Of Amazon Service
Apple iPhone XR (64GB) - Black,0,0, India ,11/11/19,Awesome phone!,5,Best at this price!
Apple iPhone XR (64GB) - Black,0,0, India ,10/9/19,It’s the best phone!!❤️Camera quality is superb Nd the battery backup is too good😻Nd this is my first iPhone I think it’s worth the money 💰 🥰,5,It’s worth the money 💰 best phone❤️❤️
Apple iPhone XR (64GB) - Black,0,0, India ,5/8/19,call receive and end feature is good... camera quality excellent.... touch quality good... battery life jabardast... phone face unlock speed very fast... every thing is perfect...,5,iphone xr is a good phone
Apple iPhone XR (64GB) - Black,0,0, India ,10/6/19,No fingerprints and moderate camera quality. Otherwise perfect phone.,5,Good product except camera quality
Apple iPhone XR (64GB) - Black,0,0, India ,10/20/19,Not expectable,3,Z
Apple iPhone XR (64GB) - Black,0,0, India ,10/15/19,Great Product Camera is Awesome.,5,Great Product
Apple iPhone XR (64GB) - Black,0,0, India ,7/13/19,If you love Apple then it totally makes sense.,5,It’s a good buy ...
Apple iPhone XR (64GB) - Black,1,0, India ,4/17/20,Its an average phone and complete wastage of money.,1,Pathetic Phone ever made by Apple
Apple iPhone XR (64GB) - Black,0,0, India ,10/5/19,Bang for the money,5,Best
Apple iPhone XR (64GB) - Black,0,0, India ,11/26/19,Beautiful product....,4,Beautiful
Apple iPhone XR (64GB) - Black,0,0, India ,5/21/19,"The phone is overall good. Its a bit heavy than other iPhones but still the battery capacity, the screen resolution are well upto the mark",4,Good Phone
Apple iPhone XR (64GB) - Black,0,0, India ,8/16/19,"If have budget then definitely go for it.best part of this phone is that it contains A12 Bionic chip, which takes the experience to whole new level.",5,Awesome
Apple iPhone XR (64GB) - Black,0,0, India ,10/11/19,I am having issues with the sim lot getting not detected intermittently. Causing major issues for myself,3,Average
Apple iPhone XR (64GB) - Black,0,0, India ,10/10/19,the phone is awesome.battery is perfect and the camera is magnificent.its photos are like the photos of dslr.sound is also very good.build quality is also best.red color looks awesome,5,in love with the phone
Apple iPhone XR (64GB) - Black,0,0, India ,1/28/20,Amazon is amazing! Super price and delivery. Using it without issues. I extended the warranty at Apple service.,5,Hot deal great product
Apple iPhone XR (64GB) - Black,0,0, India ,12/7/19,Very nice product.  Delivery was quick.  Very happy with the product,5,Great Product
Apple iPhone XR (64GB) - Black,1,0, India ,2/24/20,Got a Nice deal of this superb phone. It's a worth for money deal.,5,Nice dael
Apple iPhone XR (64GB) - Black,1,0, India ,7/10/19,What to say about . 🥰 excellent phone with amazing battery backup,5,Excellent Phone. Love it.
Apple iPhone XR (64GB) - Black,1,0, India ,10/16/19,"over all excellent my videw ,",5,"this phone is good under 30000, XR 128gb,"
Apple iPhone XR (64GB) - Black,1,0, India ,8/24/19,Camera quality not as per the expectation better to buy 1 plus variants.,1,Not worthy
Apple iPhone XR (64GB) - Black,0,0, India ,3/9/20,Good phone for pictures and very handy and compact to use not like big phones in hand ...but the battery life was not so grate ...overall very good phone to have,4,Good choice
Apple iPhone XR (64GB) - Black,0,0, India ,10/1/19,100% orignal prodecut sell Amazon. Time to deleverd prodecut. Best price 38k provide amzone in great Indian sell. Always my trustable  online wapsite is amzone .,5,iPhone XR
Apple iPhone XR (64GB) - Black,0,0, India ,10/4/19,Nice phone but not get the bill plz sent it,4,Nice
Apple iPhone XR (64GB) - Black,0,0, India ,10/27/19,Awesome mobile,5,Awesome mobile
Apple iPhone XR (64GB) - Black,0,0, India ,11/12/19,Outstanding Camera,5,Happy User
Apple iPhone XR (64GB) - Black,0,0, India ,1/24/20,Amazing I love iphone,5,Superb duper
Apple iPhone XR (64GB) - Black,0,0, India ,10/29/19,Screen 8/10 camera 10/10 speaker 11/10 build quality : awesome. Best value phone and best in market and last but not least it is Apple,5,One and only Apple
Apple iPhone XR (64GB) - Black,0,0, India ,7/18/19,Great phone at great price,5,AWESOME XR
Apple iPhone XR (64GB) - Black,0,0, India ,3/4/20,Nice phkne,5,Always ULTIMATE
Apple iPhone XR (64GB) - Black,0,0, India ,7/21/19,1st time I had purchsed my iphone online. It was delivered on time and is working fine.,5,Love it
Apple iPhone XR (64GB) - Black,1,0, India ,10/20/19,Good price & quick delivery!! As alway apple  product as of best quality.,5,Nice
Apple iPhone XR (64GB) - Black,0,0, India ,2/7/20,"using this phone is really satisfying for that price its worth it it contains its pros and cons, but it is good and can adjusted to daily use.",5,good phone
Apple iPhone XR (64GB) - Black,0,0, India ,11/1/19,I upgraded from my I phone 6 - & this XR is a real step up - everything in the phone is much much better,5,great phone - got it a fab price
Apple iPhone XR (64GB) - Black,0,0, India ,10/28/19,Loved it,5,An apple fan
Apple iPhone XR (64GB) - Black,0,0, India ,10/11/19,Power adopter should be given fast charger..,3,Good battery life but no fast charger given
Apple iPhone XR (64GB) - Black,1,0, India ,9/30/19,Left speaker is not working,2,iPhone XR
Apple iPhone XR (64GB) - Black,0,0, India ,11/14/19,Worst model in iPhone series. Poor battery performance and charging will take couple of hours  and voice calls are too noisy... This is not review this is my experience.,1,Worst model in iphone series
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,Great phone. I have using this phone for a month now. Battery life is better than other iPhones. Camera is very good.,5,Awesome phone
Apple iPhone XR (64GB) - Black,1,0, India ,8/22/19,There is no figure print sensor but i am very happy with face unlock feature,5,Awesome device
Apple iPhone XR (64GB) - Black,0,0, India ,5/30/19,"If you want an iPhone but don’t want to spend on XS or XS Max, then blindly go for it!",5,Amazing product!
Apple iPhone XR (64GB) - Black,1,0, India ,10/11/19,It is good for nothing.the worst ever product I have seen in my lifetime,1,Cheated by amazon
Apple iPhone XR (64GB) - Black,0,0, India ,10/1/19,One of the best phones in this price range!,5,Just amazing!
Apple iPhone XR (64GB) - Black,0,0, India ,11/30/19,Can't believe an iPhone can give good battery life. Overall great phone,5,Great
Apple iPhone XR (64GB) - Black,0,0, India ,3/1/20,Masterpiece from Apple,5,Masterpiece from Apple
Apple iPhone XR (64GB) - Black,0,0, India ,11/8/19,Great phone with all the required features no need to spend much money for other phones xR is only enough for all my needs,5,Fantastic phone
Apple iPhone XR (64GB) - Black,1,0, India ,12/4/19,My adapter is not working!!,1,Charger is not working
Apple iPhone XR (64GB) - Black,1,0, India ,11/18/19,Amazing phone,5,Love the red colour!
Apple iPhone XR (64GB) - Black,0,0, India ,11/18/19,Price is very good,5,Value for money
Apple iPhone XR (64GB) - Black,1,0, India ,10/7/19,Heating persists..,4,Heating issue in iphone xr
Apple iPhone XR (64GB) - Black,0,0, India ,1/29/20,Superb,5,Good
Apple iPhone XR (64GB) - Black,0,0, India ,5/9/19,Overall good Experience ; switching from iphone6 to iPhone xR was really worth the buy.,5,Best Version and screen among all Iphones.
Apple iPhone XR (64GB) - Black,0,0, India ,11/10/19,The phone is a bit slow while switching data plans between the two connected sim.,2,Not that great experience
